Id	Name	NotIdentifiedName 	Notes
765	인격의 정수 제조법	물약 제조법	"메시지 두루마리입니다. 내용을 읽으려면 두루마리를 집어 든 뒤 캐릭터 초상화를 오른쪽 클릭하십시오."
766	정확도의 정수 제조법	물약 제조법	"메시지 두루마리입니다. 내용을 읽으려면 두루마리를 집어 든 뒤 캐릭터 초상화를 오른쪽 클릭하십시오."
767	체력의 정수 제조법	물약 제조법	"메시지 두루마리입니다. 내용을 읽으려면 두루마리를 집어 든 뒤 캐릭터 초상화를 오른쪽 클릭하십시오."
768	속도의 정수 제조법	물약 제조법	"메시지 두루마리입니다. 내용을 읽으려면 두루마리를 집어 든 뒤 캐릭터 초상화를 오른쪽 클릭하십시오."
769	마법 보호 제조법	물약 제조법	"메시지 두루마리입니다. 내용을 읽으려면 두루마리를 집어 든 뒤 캐릭터 초상화를 오른쪽 클릭하십시오."
770	당신에게 보내는 편지.	편지	"편지입니다. 앞면에 당신의 이름이 적혀 있습니다. (읽으려면 두루마리를 집어 들고 등장인물의 초상화를 오른쪽 클릭하십시오.)"
771	당신에게 보내는 편지.	편지	"편지입니다. 앞면에 당신의 이름이 적혀 있습니다. (읽으려면 두루마리를 집어 들고 등장인물의 초상화를 오른쪽 클릭하십시오.)"
772	당신에게 보내는 편지.	편지	"편지입니다. 앞면에 당신의 이름이 적혀 있습니다. (읽으려면 두루마리를 집어 들고 등장인물의 초상화를 오른쪽 클릭하십시오.)"
773	message scroll 773	0	0
774	보물찾기.	광고지	"메시지 두루마리입니다. 내용을 읽으려면 두루마리를 집어 든 뒤 캐릭터 초상화를 오른쪽 클릭하십시오."
775	message scroll 775	0	0
776	message scroll 776	0	0
777	message scroll 777	0	0
778	message scroll 778	0	0
779	message scroll 779	0	0
780	message scroll 780	0	0
781	message scroll 781	0	0
782	message scroll 782	0	0
783	message scroll 783	0	0
784	message scroll 784	0	0
785	message scroll 785	0	0
786	message scroll 786	0	0
787	message scroll 787	0	0
788	message scroll 788	0	0
789	message scroll 789	0	0
790	message scroll 790	0	0
791	message scroll 791	0	0
792	message scroll 792	0	0
793	message scroll 793	0	0
794	message scroll 794	0	0
795	message scroll 795	0	0
796	message scroll 796	0	0
797	message scroll 797	0	0
798	message scroll 798	0	
799	message scroll 799	0	
800	프렐랑도 치즈 한 덩이	프렐랑도 치즈	"귀한 유니콘 젖으로 만든 프렐란도 치즈 한 덩어리. 크래커 위에 얇게 썰어 얹으면 고급 토베르스크 브랜디 한 잔과 완벽한 조화를 이룹니다."
801	엘덴브리 치즈 덩어리	엘덴브리 치즈	"보리 엘덴브리 치즈 한 덩어리. 수많은 이들이 그 은은하고 스모키한 풍미를 흉내 내려 했지만, 얼어붙은 보리 황무지의 서리 거인 치즈 장인들만이 그 제조법을 알고 있다."
802	던덕 치즈 덩이	던덕 치즈	"둔덕 치즈 한 덩어리. 에라시아의 고블린들이 소량씩 만드는 이 치즈는 호불호가 갈리는 맛으로 여겨진다."
803	조잡한 장검	장검	"흠집과 찌그러짐이 있지만, 이 장검은 여전히 효과적인 무기이다."
804	엘프 세이버	세이버	"흔히 볼 수 있는 엘프 무기인 이 사브르는 특별할 것 없어 보이지만, 치명적인 무기입니다."
805	날카로운 장검	장검	"이 장검은 꽤 오래되어 보이지만, 칼날은 비정상적으로 날카롭습니다. 아마도 제작 당시 마법이 걸려 그 상태를 유지했을 가능성이 큽니다."
806	우아한 검	장검	"칼자루 밑부분에 새겨진 이니셜로 보아 이 검은 780년에서 800년경에 명장 무기 제작자 메코리그 더 블라인드가 만든 것으로 추정되는 고급 장검입니다."
807	결투사의 칼날	장검	"이 희귀한 검들은 대재앙 이전에 벼려졌으며, 수 세기 동안 화려하게 죽음을 맞이하고자 하는 귀족 결투사들이 사용해 왔습니다. 똑같은 검은 하나도 없지만, 모두 피로 물든 역사를 공유하고 있습니다."
808	양손검	양손검	가죽 손잡이가 달린 이 단순한 양손검은 에라시아에서 흔히 볼 수 있는 디자인입니다.
809	대검	양손검	"예로부터 규율이 덜 잡힌 군대들이 사용했던 효과적이고 치명적인 무기입니다. 이 양손검을 만든 대장장이는 칼날 중앙에 혈흔 홈을 새겨 넣는 세심한 배려를 보여주었습니다."
810	영웅의 검	양손검	"일부 검술 고수들은 물결 모양의 칼날이 직선형 칼날보다 약간 더 강하고 상대를 가격했을 때 더 큰 피해를 준다고 생각합니다. 그 말이 사실일 수도 있고 아닐 수도 있지만, 한 가지는 확실합니다. 이 검의 제작 솜씨는 당신이 지금까지 본 것 중 최고 수준입니다."
811	브로드소드	브로드소드	에라시아의 모든 군대가 흔히 사용하는, 잘 연마된 장검.
812	강철 브로드소드	브로드소드	뛰어난 품질과 날카로움을 자랑하는 정교한 에라티아 강철 브로드소드.
813	달인의 브로드소드	브로드소드	"브로드소드라기보다는 팔치온에 더 가까운 이 웅장한 무기는 오랜 세월에도 불구하고 여전히 날카로운 날을 간직하고 있습니다."
814	커틀러스	커틀러스	커틀러스의 뒤로 젖혀진 형태는 상대방이 무기의 실제 사정거리를 과소평가하게 만듭니다. 많은 미숙한 검객들이 이러한 기만적인 디자인에 속아 목숨을 잃었습니다.
815	고블린 커틀러스	커틀러스	"황동과 다른 붉은색 금속이 기묘하게 섞여 만들어진 이 무기는 독특한 색깔과 비범한 강도를 지니고 있다. 고블린 장인들은 일반적으로 외형에는 신경 쓰지 않지만, 살육에 있어서는 누구보다 정확한 솜씨를 발휘한다.  "
816	정교한 커틀러스	커틀러스	"이 커틀러스의 손잡이 근처에 교묘하게 숨겨진 이니셜은 이 아름다운 무기가 레그나의 군주이자 끝없는 바다의 황제인 하렉 9세의 수석 대장장이인 알렉 텔링의 작품임을 증명합니다."
817	급조한 단검	단검	도적과 불량배들의 손에서 흔히 볼 수 있는 조잡한 단검.
818	드워프 단검	단검	"드워프에게는 짧은 검에 더 가까운 이 단검은 뛰어난 드워프 공학 기술과 부족한 예술적 창의성이 결합된 훌륭한 예입니다."
819	상어 이빨 단검	단검	이 단검의 '날'은 사실 고요한 바다에서 건져 올린 상어 이빨을 화려한 손잡이에 붙인 것입니다. 아주 날카롭고 가볍습니다.
820	암살자의 단검	단검	이 단검의 가로대는 접을 수 있어 휴대가 간편합니다. 칼자루 끝에 있는 스프링이 단검을 칼집에서 뽑을 때 가로대를 아주 조용하게 펴줍니다.
821	경이로운 단검	단검	"불가사의한 시대의 무기인 이 칼은 이제 더 이상 날카롭거나 강인한 날을 만들 수 없습니다."
822	조잡한 장단검	장단검	긴 단검은 검의 긴 사거리와 단검의 은밀한 휴대성을 결합한 무기입니다.
823	에라시아 장단검	장단검	이 긴 단검은 겉모습은 상어 이빨로 만든 작은 에라스 단검을 연상시키지만, 날은 누가 봐도 강철로 만들어졌습니다. 견고하고 믿을 수 있는 구조에, 칼날은 상어 이빨만큼이나 치명적입니다. 게다가 날카로움을 더 오래 유지하고 다시 날카롭게 갈기도 더 쉽습니다.
824	정교한 장단검	장단검	"이 긴 단검의 간결하면서도 매력적인 디자인은 대침묵의 시대 이전 유물의 전형적인 특징을 보여줍니다. 이러한 양식은 당시 매우 인기가 있었지만, 천 년이 넘는 세월이 흐르면서 현재는 거의 남아 있지 않습니다. 대침묵의 시대의 모든 유물처럼, 이 단검 또한 만들어진 날처럼 새것처럼 보입니다."
825	조잡한 도끼	도끼	이 원시적인 도끼는 무기라기보다는 단순한 도구에 더 가깝다.
826	전투 도끼	도끼	칼날 끝이 넓게 퍼진 형태는 저예산 인간 군대나 산적들이 흔히 사용하는 스타일입니다.
827	드워프 도끼	도끼	"전형적인 드워프 제품: 튼튼하고 실용적이며 단순하다."
828	강철 도끼	도끼	"나이곤의 마법사들이 드워프들에게서 훔쳐온 도끼가 가득 담긴 상자 여러 개 중 하나입니다. 이 무기들은 모두 스톤 시티의 주조소에서 단련되고 마법이 부여되었으며, 그들의 표식이 새겨져 있습니다."
829	미노타우로스 도끼	도끼	"이와 같은 양날 도끼는 미노타우로스 마법사들이 자신들만이 아는 비밀스러운 마법으로 강력하게 강화한 것이다. 이 도끼는 무거워야 할 부분이 가벼워 금속 갑옷은 물론 천도 쉽게 베어낸다."
830	장대도끼	양손 도끼	자루가 긴 이러한 형태의 도끼는 일반적인 한 손 도끼보다 사정거리가 길고 위력이 더 강합니다.
831	전사의 장대도끼	양손 도끼	"이 폴액스는 최신 군사 기술이 모두 적용된 더욱 날카로운 날을 가지고 있습니다. 혈흔 홈, 호루라기 구멍, 그리고 교묘한 백스트로크와 같은 공격 기술을 위해 자루 뒤쪽에 균형을 잡아주는 작은 날이 장착되어 있습니다."
832	참수자의 장대도끼	양손 도끼	"사형 집행인들이 선호하는 처형 도구에서 이름을 따온 헤드스맨 폴액스는 처형 과정에서 발생하는 지저분하고 당황스러운 실수를 줄이기 위해 더 긴 날을 가지고 있습니다.  "
833	조잡한 창	창	"뾰족하게 다듬은 돌을 거친 막대기에 묶어 만든 창이지만, 이 창은 심각한 피해를 입힐 수 있습니다. (+1D9, 양손으로 사용할 경우 추가 피해)"
834	병사의 창	창	이러한 창은 모든 군대에서 찾아볼 수 있으며, 장대 무기와 근접 무기로서의 다재다능함이 꾸준히 입증되고 있습니다.
835	엘프 창	창	"엘프의 무기는 거의 항상 실용적이면서도 우아합니다. 창의 스타일과 우아함은 창날과 자루의 견고한 결합이나 금속 재질 및 손잡이 선택과 같은 실용적인 측면을 희생시키지 않고 얻어낸 것입니다."
836	잔혹한 창	창	창끝의 삼각형 모양은 특히 고통스러운 상처를 남기며, 그 상처는 쉽게 아물지 않는다. 자루에 새겨진 룬 문자는 삼각형 창끝의 잔혹한 효과를 증폭시키는 마법이 걸려 있음을 암시한다.
837	숭고한 창	창	대장간 상징과 날짜 스탬프는 이 창이 대침묵의 사건 12년 전에 패디쉬 총독의 마법 대장간에서 만들어졌음을 나타냅니다.
838	낡은 미늘창	미늘창	"모든 할버드와 마찬가지로, 이 무기는 기본적으로 자루가 매우 긴 도끼입니다. 공간이 좁을 때는 창처럼, 자기 방어가 필요할 때는 지팡이처럼 사용할 수 있는 다용도 무기입니다. 이 할버드는 제작 솜씨와 재료가 평범한 수준입니다."
839	무게추 달린 미늘창	미늘창	"이 미늘창의 자루는 속을 파내고 그 안에 납 막대를 채워 넣었습니다. 미늘창을 휘두르면 납 막대가 큰 소리와 함께 날끝으로 미끄러져 들어가면서 타격에 힘과 무게를 더합니다."
840	강력한 미늘창	미늘창	"이 무기의 칼날에 새겨진 작은 각인은 이 무기가 유명한 메코리그 주조소에서 장로인 맹인 메코리그 본인에 의해 제작되었음을 나타냅니다. 세계 어디에서도 이보다 더 훌륭한 할버드를 찾기는 어려울 것입니다. "
841	조잡한 삼지창	삼지창	"농부들이 쓰던 쇠스랑의 변형인 삼지창은 태초부터 작살 어부들이 사용해 왔습니다. 지금은 전 세계 해상 전사들의 전통 무기가 되었습니다."
842	가시 삼지창	삼지창	"기본적인 삼지창 디자인을 개선하여, 날끝에는 거칠고 뒤쪽으로 향한 가시가 달려 있습니다. 이러한 디자인은 삼지창을 뽑아낼 때 훨씬 더 큰 피해를 입힙니다."
843	전쟁용 삼지창	삼지창	"제국 해군이 선호했던 양식인 이 삼지창은 양쪽 날이 가늘고 날카로워 베는 것만큼이나 찌르는 것도 쉬웠습니다. 적에게 더욱 위압감을 주기 위해 날은 황동으로 도금하고 자루는 노란색으로 칠하여 마치 금으로 만든 무기로 싸우는 듯한 인상을 주었습니다."
844	조잡한 활	장궁	흔한 재료로 만들어졌고 디자인이 평범한 단순한 장궁.
845	장궁	장궁	"엘프의 장궁을 본떠 만든 고급 장궁이지만, 엘프의 기술은 빠져 있다."
846	엘프 장궁	장궁	활 밑부분에 새겨진 이니셜은 이 활이 600년대 후반 목재 전쟁 당시 명장 활 제작자 이반 셀빙의 작업장에서 만들어졌음을 나타냅니다.
847	합성 활	장궁	"복합 활은 하나의 나무 조각이 아닌 다양한 재료와 조각으로 만들어집니다. 일반적으로 일반 활보다 유연하고 강력합니다."
848	그리핀 활	장궁	"이 활에 사용된 섬뜩한 재료, 즉 그리핀의 두개골과 질긴 척추는 놀라울 정도로 단단하고 강력한 활을 만들어냅니다. 말할 것도 없이, 이 재료를 얻기는 어렵고, 그리핀은 주목나무보다 훨씬 더 강하게 저항합니다."
849	조잡한 석궁	석궁	"석궁은 활시위 고정 장치, 뛰어난 사격 강도, 쉬운 학습법 등 여러 장점이 있지만, 속도와 사거리가 중요한 경우에는 장궁에 미치지 못합니다.  "
850	중량 석궁	석궁	"이 석궁들은 아치볼드가 계승 전쟁 직전에 동생을 상대로 사용하기 위해 비축해 둔 것이다. 죽음과 관련된 대부분의 결정처럼, 아치볼드는 현명한 선택을 했다. 이 석궁들은 이 땅에서 가장 뛰어난 성능을 자랑하는 무기들이다."
